id,data,,,start,length,rotate,,ROT
31,"ho, uap da swo lkooaooaz kb
atpnwknzejwnu zaheywyu kb pkqyd, wo E bnamqajphu dwz kyywoekj pk kxoanra
sdaj E swpydaz dei iwjelqhwpejc deo bnwceha ldehkokldeywh ejopnqiajpo.

Pda nawzan iwu oap ia zksj wo w dklahaoo xqouxkzu, sdaj E ykjbaoo dks
iqyd pdeo iwj opeiqhwpaz iu yqnekoepu, wjz dks kbpaj E ajzawrkqnaz
pk xnawg pdnkqcd pda napeyajya sdeyd da odksaz kj whh pdwp ykjyanjaz
deioahb. Xabkna lnkjkqjyejc fqzciajp, dksaran, xa ep naiaixanaz, dks
kxfayphaoo swo iu heba, wjz dks heppha pdana swo pk ajcwca iu wppajpekj.
Iu dawhpd bknxwza ia bnki rajpqnejc kqp qjhaoo pda sawpdan swo
atyal",,,150,2,2,,
32,"pekjwhhu cajewh, wjz E dwz jk bneajzo sdk skqhz ywhh qlkj ia wjz
xnawg pda ikjkpkju kb iu zwehu ateopajya. Qjzan pdaoa yenyqiopwjyao, E
awcanhu dwehaz pda heppha iuopanu sdeyd dqjc wnkqjz iu ykilwjekj, wjz
olajp iqyd kb iu peia ej ajzawrkqnejc pk qjnwrah ep.

Da swo jkp opqzuejc iazeyeja. Da dwz deioahb, ej nalhu pk w mqaopekj,
ykjbeniaz Opwibknz'o klejekj qlkj pdwp lkejp. Jaepdan zez da wllawn pk
dwra lqnoqaz wju ykqnoa kb nawzejc sdeyd iecdp bep dei bkn w zacnaa ej
oyeajya kn wju kpdan naykcjevaz lknpwh sdeyd skqhz cera dei wj ajpnwjya
ejpk pda hawnjaz sknhz. Uap deo vawh bkn yanpwej opqzeao swo naiwngwxha,
wjz sepdej ayyajpney heiepo deo gjkshazca swo ok atpnwknzejwnehu wilha
wjz iejqpa pdwp deo kxoanrwpekjo dwra bwenhu wopkqjzaz ia. Oqnahu jk iwj
skqhz skng ok dwnz kn wppwej oqyd lnayeoa ejbkniwpekj qjhaoo da dwz okia
zabejepa ajz ej reas. Zaoqhpknu nawzano wna oahzki naiwngwxha",,,152,3,11,,
33," zil nby
yruwnhymm iz nbycl fyulhcha. Hi guh volxyhm bcm gchx qcnb mguff gunnylm
ohfymm by bum migy pyls aiix lyumih zil xicha mi.

Bcm cahiluhwy qum um lyguleuvfy um bcm ehiqfyxay. Iz wihnygjiluls
fcnylunoly, jbcfimijbs uhx jifcncwm by ujjyulyx ni ehiq hyrn ni hinbcha.
Ojih gs koincha Nbigum Wulfsfy, by chkoclyx ch nby hucpymn qus qbi by
gcabn vy uhx qbun by bux xihy. Gs moljlcmy lyuwbyx u wfcgur, biqypyl,
qbyh C ziohx chwcxyhnuffs nbun by qum cahiluhn iz nby Wijylhcwuh Nbyils
uhx iz nby wigjimcncih iz nby Miful Msmnyg. Nbun uhs wcpcfctyx boguh
vycha ch nbcm hchynyyhnb wyhnols mbiofx hin vy uquly nbun nby yulnb
nlupyffyx liohx nby moh ujjyulyx ni vy ni gy mowb uh yrnluilxchuls zuwn
nbun C wiofx bulxfs lyufcty cn.

""Sio ujjyul ni vy umnihcmbyx,"" by mucx, mgcfcha un gs yrjlymmcih iz
moljlcmy. ""Hiq nbun C xi ehiq cn C mbuff xi gs vymn ni zilayn cn.""

""Ni zilayn cn!""

""Sio myy,"" by yrjfuchyx, ""C wihmcxyl nbun u guh'm vluch ilcachuffs cm
fcey u fcnnfy ygjns",,,155,1,7,,
34," unncw, uhx sio bupy ni mniwe cn qcnb mowb zolhcnoly
um sio wbiimy. U ziif nueym ch uff nby fogvyl iz ypyls miln nbun by
wigym uwlimm, mi nbun nby ehiqfyxay qbcwb gcabn vy omyzof ni bcg aynm
wliqxyx ion, il un vymn cm dogvfyx oj qcnb u fin iz inbyl nbcham mi nbun
by bum u xczzcwofns ch fuscha bcm buhxm ojih cn. Hiq nby mecfzof qileguh
cm pyls wulyzof chxyyx um ni qbun by nueym chni bcm vluch-unncw. By qcff
bupy hinbcha von nby niifm qbcwb gus byfj bcg ch xicha bcm qile, von iz
nbymy by bum u fulay ummilngyhn, uhx uff ch nby gimn jylzywn ilxyl. Cn
cm u gcmnuey ni nbche nbun nbun fcnnfy liig bum yfumncw quffm uhx wuh
xcmnyhx ni uhs yrnyhn. Xyjyhx ojih cn nbyly wigym u ncgy qbyh zil ypyls
uxxcncih iz ehi",,,156,4,2,,
35,"qfyxay sio zilayn migynbcha nbun sio ehyq vyzily. Cn cm
iz nby bcabymn cgjilnuhwy, nbylyzily, hin ni bupy omyfymm zuwnm yfviqcha
ion nby omyzof ihym.""

""Von nby Miful Msmnyg!"" C jlinymnyx.

""Qbun nby xyowy cm cn ni gy?"" by chnyllojnyx cgjuncyhnfs; ""sio mus
nbun qy ai liohx nby moh. Cz qy qyhn liohx nby giih cn qiofx hin guey u
jyhhsqilnb iz xczzylyhwy ni gy il ni gs qile.""

C qum ih nby jichn iz umecha bcg qbun nbun qile gcabn vy, von migynbcha
ch bcm guhhyl mbiqyx gy nbun nby koymncih qiofx vy uh ohqyfwigy ihy. C
jihxylyx ipyl iol mbiln wihpylmuncih, biqypyl, uhx yhxyupiolyx ni xluq
gs xyxowncihm zlig cn. By mucx nbun by qiofx uwkocly hi ehiqfyxay qbcwb
xcx hin vyul ojih bcm ivdywn. Nbylyzily uff nby ehiqfyxay qbcwb by
jimmymmyx qum mowb um qiofx vy omyzof ni bcg. C yhogylunyx ch gs iqh
gchx uff nby pulciom jichnm ojih qbcwb by bux mbiqh gy nbun by qum
yrwyjncihuffs qyff-chzilgyx. C ypyh ",,,160,2,11,,
36,"niie u jyhwcf uhx dinnyx nbyg xiqh.
C wiofx hin byfj mgcfcha un nby xiwogyhn qbyh C bux wigjfynyx cn. Cn luh
ch nbcm qus--


MBYLFIWE BIFGYM--bcm fcgcnm.

  1. Ehiqfyxay iz Fcnylunoly.--Hcf.
  2.              Jbcfimijbs.--Hcf.
  3.              Umnl",,,162,3,23,,
37,"utuse.--Tor.
  4.              Vurozoiy.--Lkkhrk.
  5.              Huzgte.--Bgxoghrk.  Ckrr av ot hkrrgjuttg,
                              uvoas, gtj vuoyuty mktkxgrre.
                              Qtucy tuznotm ul vxgizoigr mgxjktotm.
  6.              Mkurume.--Vxgizoigr, haz rosozkj.
                               Zkrry gz g mrgtik jollkxktz yuory
                               lxus kgin uznkx.  Glzkx cgrqy ngy
                               ynuct sk yvrgynky avut noy zxuaykxy,
                               gtj zurj sk he znkox iuruax gtj
                               iutyoyzktik ot cngz vgxz ul Rutjut
                               nk ngj xkikobkj znks.
  7.              Inksoyzxe.--Vxuluatj.
  8.              Gtgzuse.--Giiaxgzk, haz atyeyzksgzoi.
  9.              Yktygzoutgr Rozkxgzaxk.--Ossktyk.  Nk gvvkgxy
                              zu qtuc kbkxe jkzgor ul kbkxe nuxxux
                              vkxvkzxgzkj ot znk iktzaxe.
  10. Vrgey znk bourot ckr",,,165,1,8,,
38,"r.
  11. Oy gt kdvkxz yotmrkyzoiq vrgekx, hudkx, gtj ycuxjysgt.
  12. Ngy g muuj vxgizoigr qtucrkjmk ul Hxozoyn rgc.


Cnkt O ngj muz yu lgx ot se royz O znxkc oz otzu znk loxk ot jkyvgox.
""Ol O igt utre lotj cngz znk lkrruc oy jxobotm gz he xkiutiorotm grr
znkyk giiusvroynsktzy, gtj joyiubkxotm g igrrotm cnoin tkkjy znks grr,""
O ygoj zu seykrl, ""O sge gy ckrr mobk av znk gzzksvz gz utik.""

O ykk zngz O ngbk grrajkj ghubk zu noy vuckxy avut znk bourot. Znkyk
ckxk bkxe xksgxqghrk, haz gy kiiktzxoi gy grr noy uznkx giiusvroynsktzy.
Zngz nk iuarj vrge vokiky, gtj jolloiarz vokiky, O qtkc ckrr, hkigayk
gz se xkwakyz nk ngy vrgekj sk yusk ul Sktjkryyunt'y Rokjkx, gtj uznkx
lgbuaxozky. Cnkt rklz zu nosykrl, nuckbkx, nk cuarj ykrjus vxujaik gte
sayoi ux gzzksvz gte xkiumtofkj gox. Rkgtotm hgiq ot noy gxs-ingox ul
gt kb",,,166,3,9,,
39,"ktotm, nk cuarj iruyk noy keky gtj yixgvk igxkrkyyre gz znk lojjrk
cnoin cgy znxuct gixuyy noy qtkk. Yuskzosky znk inuxjy ckxk yutuxuay gtj
skrgtinure. Uiigyoutgrre znke ckxk lgtzgyzoi gtj inkkxlar. Irkgxre znke
xklrkizkj znk znuamnzy cnoin vuyykyykj nos,",,,169,7,2,,
40," haz cnkznkx znk sayoi gojkj
znuyk znuamnzy, ux cnkznkx znk vrgeotm cgy yosvre znk xkyarz ul g cnos
ux lgtie cgy suxk zngt O iuarj jkzkxsotk. O somnz ngbk xkhkrrkj gmgotyz
znkyk kdgyvkxgzotm yuruy ngj oz tuz hkkt zngz nk ayagrre zkxsotgzkj znks
he vrgeotm ot waoiq yaiikyyout g cnurk ykxoky ul se lgbuaxozk goxy gy g
yromnz iusvktygzout lux znk zxogr avut se vgzoktik.

Jaxotm znk loxyz ckkq ux yu ck ngj tu igrrkxy, gtj O ngj hkmat zu znotq
zngz se iusvgtout cgy gy lxoktjrkyy g sgt gy O cgy seykrl. Vxkyktzre,
nuckbkx, O luatj zngz nk ngj sgte giwagotzgtiky, gtj znuyk ot znk suyz
jollkxktz irgyyky ul yuiokze. Znkxk cg",,,176,1,4,,
41,"y utk rozzrk ygrruc xgz-lgikj,
jgxq-kekj lkrruc cnu cgy otzxujaikj zu sk gy Sx. Rkyzxgjk, gtj cnu igsk
znxkk ux luax zosky ot g yotmrk ckkq. Utk suxtotm g euatm moxr igrrkj,
lgynoutghre jxkyykj, gtj yzgekj lux ngrl gt nuax ux suxk. Znk ygsk
glzkxtuut hxuamnz g mxke-nkgjkj, ykkje boyozux, ruuqotm roqk g Pkc
vkjrgx, cnu gvvkgxkj zu sk zu hk sain kdiozkj, gtj cnu cgy iruykre
lurruckj he g yrov-ynuj krjkxre cusgt. Ut gtuznkx uiigyout gt urj
cnozk-ngoxkj mktzrksgt ngj gt otzkxbokc cozn se iusvgtout; gtj ut
gtuznkx g xgorcge vuxzkx ot noy bkrbkzkkt atoluxs. Cnkt gte ul znkyk
tutjkyixovz otjobojagry vaz ot gt gvvkgxgtik, Ynkxruiq Nursky aykj zu
hkm lux znk ayk ul znk yozzotm-xuus, gtj O cuarj xkzoxk zu se hkj-xuus.
Nk grcgey gvurumofkj zu sk lux vazzotm sk zu znoy otiutbktoktik. ""O ",,,177,3,9,,
42,"ngbk
zu ayk znoy xuus gy g vrgik ul hayotkyy,"" nk ygoj, ""gtj znkyk vkuvrk
gxk se iroktzy."" Gmgot O ngj gt uvvuxzatoze ul gyqotm nos g vuotz hrgtq
wakyzout, gtj gmgot se jkroigie vxkbktzkj sk lxus luxiotm gtuznkx sgt zu
iutlojk ot sk. O osgmotkj gz znk zosk zngz nk ngj yusk yzxutm xkgyut lux
tuz grrajotm zu oz, haz nk yuut joyvkrrkj znk ojkg he iusotm xuatj zu
znk yahpkiz ul noy uct giiuxj.

Oz cgy avut znk 4zn ul Sgxin, gy O ngbk muuj xkgyut zu xkskshkx, zngz O
xuyk yuskcngz kgxrokx zngt ayagr, gtj luatj zngz Ynkxruiq Nursky ngj tuz
ekz lotoynkj noy hxkgqlgyz. Znk rgtjrgje ngj hkiusk yu giiayzuskj zu se
rgzk nghozy zn",,,180,7,5,,
43,"gz se vrgik ngj tuz hkkt rgoj tux se iullkk vxkvgxkj. Cozn
znk atxkgyutghrk vkzargtik ul sgtqotj O xgtm znk hkrr gtj mgbk g iaxz
otzosgzout zngz O cgy xkgje. Znkt O voiqkj av g sgmgfotk lxus znk zghrk
gtj gzzksvzkj zu cnork gcge znk zosk cozn oz, cnork se iusvgtout satinkj
yorktzre gz noy zugyz. Utk ul znk gxzoirky ngj g vktior sgxq gz znk
nkgjotm, gtj O tgzaxgrre hkmgt zu xat se kek znxuamn oz.

Ozy yuskcngz gshozouay zozrk cgy ""Znk Huuq ul Rolk,"" gtj",,,187,7,21,,
44," oz gzzksvzkj zu
ynuc nuc sain gt uhykxbgtz sgt somnz rkgxt he gt giiaxgzk gtj yeyzksgzoi
kdgsotgzout ul grr zngz igsk ot noy cge. Oz yzxaiq sk gy hkotm g
xksgxqghrk sodzaxk ul ynxkcjtkyy gtj ul ghyaxjoze. Znk xkgyutotm cgy
iruyk gtj otzktyk, haz znk jkjaizouty gvvkgxkj zu sk zu hk lgx-lkzi",,,194,7,10,,
45,"khg
dqg hadjjhudwhg. Wkh zulwhu fodlphg eb d prphqwdub hasuhvvlrq, d wzlwfk
ri d pxvfoh ru d jodqfh ri dq hbh, wr idwkrp d pdq'v lqprvw wkrxjkwv.
Ghfhlw, dffruglqj wr klp, zdv dq lpsrvvlelolwb lq wkh fdvh ri rqh
wudlqhg wr revhuydwlrq dqg dqdobvlv. Klv frqfoxvlrqv zhuh dv lqidooleoh
dv vr pdqb sursrvlwlrqv ri Hxfolg. Vr vwduwolqj zrxog klv uhvxowv dsshdu
wr wkh xqlqlwldwhg wkdw xqwlo wkhb ohduqhg wkh surfhvvhv eb zklfk kh kdg
duulyhg dw wkhp wkhb pljkw zhoo frqvlghu klp dv d qhfurpdqfhu.

""Iurp d gurs ri zdwhu,"" vdlg wkh zulwhu, ""d orjlfldq frxog lqihu wkh
srvvlelolwb ri dq Dwodqwlf ru d Qldjdud zlwkrxw kdylqj vhhq ru khdug ri
rqh ru wkh rwkhu. Vr doo olih lv d juhdw fkdlq, wkh qdwxuh ri zklfk lv
nqrzq zkhqhyhu zh duh vkrzq d vlqjoh olqn ri",,,201,5,25,,
46," lw. Olnh doo rwkhu duwv,
wkh Vflhqfh ri Ghgxfwlrq dqg Dqdobvlv lv rqh zklfk fdq rqob eh dftxluhg
eb orqj dqg sdwlhqw vwxgb qru lv olih orqj hqrxjk wr doorz dqb pruwdo
wr dwwdlq wkh kljkhvw srvvleoh shuihfwlrq lq lw. Ehiruh wxuqlqj wr
wkrvh prudo dqg phqwdo dvshfwv ri wkh pdwwhu zklfk suhvhqw wkh juhdwhvw
gliilfxowlhv, ohw wkh hqtxluhu ehjlq eb pdvwhulqj pruh hohphqwdub
sureohpv. Ohw klp, rq phhwlqj d ihoorz-pruwdo, ohduq dw d jodqfh wr
glvwlqjxlvk wkh klvwrub ri wkh pdq, dqg wkh wudgh ru surihvvlrq wr
zklfk kh ehorqjv. Sxhuloh dv vxfk dq hahuflvh pdb vhhp, lw vkdushqv wkh
idfxowlhv ri revhuydwlrq, dqg whdfkhv rqh zkhuh wr orrn dqg zkdw wr orrn
iru. Eb d pdq'v ilqjhu qdlov, eb klv frdw-vohhyh, eb klv errw, eb klv
wurxvhu nqhhv, eb wkh fdoorvlwlhv ri klv iruhilqjhu dqg wkxpe, eb klv
hasuhvvlrq, eb klv vkluw fxiiv--eb hdfk ri wkhvh wklqjv d pdq'v fdoolqj
lv sodlqob uhyhdohg. Wkdw doo x",,,206,1,3,,
47,"qlwhg vkrxog idlo wr hqoljkwhq wkh
frpshwhqw hqtxluhu lq dqb fdvh lv doprvw lqfrqfhlydeoh.""

""Zkdw lqhiideoh wzdggoh!"" L fulhg, vodsslqj wkh pdjdclqh grzq rq wkh
wdeoh, ""L qhyhu uhdg vxfk uxeelvk lq pb olih.""

""Zkdw lv lw?"" dvnhg Vkhuorfn Krophv.

""Zkb, wklv duwlfoh,"" L vdlg, srlqwlqj dw lw zlwk pb hjj vsrrq dv L vdw
grzq wr pb euhdnidvw. ""L vhh wkdw brx kdyh uhdg lw vlqfh brx kdyh pdunhg
lw. L grq'w ghqb wkdw lw lv vpduwob zulwwhq. Lw luulwdwhv ph wkrxjk. Lw
lv hylghqwob wkh wkhrub ri vrph dup-fkdlu orxqjhu zkr hyroyhv doo wkhvh
qhdw olwwoh sdudgrahv lq wkh vhfoxvlrq ri klv rzq vwxgb. Lw lv qrw
sudfwlfdo. L vkrxog olnh wr vhh klp fodss",,,207,3,16,,
48,"hg grzq lq d wklug fodvv
fduuldjh rq wkh Xqghujurxqg, dqg dvnhg wr jlyh wkh wudghv ri doo klv
ihoorz-wudyhoohuv. L zrxog odb d wkrxvdqg wr rqh djdlqvw klp.""

""Brx zrxog orvh brxu prqhb,"" Vkhuorfn Krophv uhpdunhg fdopob. ""Dv iru
wkh duwlfoh L zurwh lw pbvhoi.""

""Brx!""

""Bhv, L kdyh d wxuq erwk iru revhuydwlrq dqg iru ghgxfwlrq. Wkh
wkhrulhv zklfk L kdyh hasuhvvhg wkhuh, dqg zklfk dsshdu wr brx wr eh vr
fklphulfdo duh uhdoob hawuhphob sudfwlfdo--vr sudfwlfdo wkdw L ghshqg
xsrq wkhp iru pb euhdg dqg fkhhvh.""

""Dqg krz?"" L dvnhg lqyroxqwdulob.

""Zhoo, L kdyh d wudgh ri pb rzq. L vxssrvh L dp wkh rqob rqh lq wkh
zruog. L'p d frqvxowlqj ghwhfwlyh, li brx fdq xqghuvwdqg zkdw wkdw lv.",,,210,1,21,,
49,"
Khuh lq Orqgrq zh kdyh orwv ri Jryhuqphqw ghwhfwlyhv dqg orwv ri sulydwh
rqhv. Zkhq wkhvh ihoorzv duh dw idxow wkhb frph wr ph, dqg L pdqdjh wr
sxw wkhp rq wkh uljkw vfhqw. Wkhb odb doo wkh hylghqfh ehiruh ph, dqg L
dp jhqhudoob deoh, eb wkh khos ri pb nqrzohgjh ri wkh klvwrub ri
fulph, wr vhw wkhp vwudljkw. Wkhuh lv d vwurqj idplob uhvhpeodqfh derxw
plvghhgv, dqg li brx kdyh doo wkh ghwdlov ri d wkrxvdqg dw brxu ilqjhu
hqgv, lw ",,,211,2,11,,
50,"lv rgg li brx fdq'w xqudyho wkh wkrxvdqg dqg iluvw. Ohvwudgh
lv d zhoo-nqrzq ghwhfwlyh. Kh jrw klpvhoi lqwr d irj uhfhqwob ryhu d
irujhub fdvh, dqg wkdw zdv zkdw eurxjkw klp khuh.""

""Dqg wkhvh rwkhu shrsoh?""

""Wkhb duh prvwob vhqw rq eb sulydwh lqtxlub djhqflhv. Wkhb duh
doo shrsoh zkr duh lq wurxeoh derxw vrphwklqj, dqg zdqw d olwwoh
hqoljkwhqlqj. L olvwhq wr wkhlu vwrub, wkhb olvwhq wr pb frpphqwv, dqg
wkhq L srfnhw pb ihh.""

""Exw gr brx phdq wr vdb,"" L vdlg, ""wkdw zlwkrxw ohdylqj brxu urrp brx
fdq xqudyho vrph nqr",,,213,7,9,,
51,"b epqkp wbpmz umv kiv uism vwbpqvo wn, itbpwcop bpmg
pidm ammv mdmzg lmbiqt nwz bpmuamtdma?""

""Ycqbm aw. Q pidm i sqvl wn qvbcqbqwv bpib eig. Vwe ivl ioiqv i kiam
bczva cx epqkp qa i tqbbtm uwzm kwuxtmf. Bpmv Q pidm bw jcabtm ijwcb ivl
amm bpqvoa eqbp ug wev mgma. Gwc amm Q pidm i twb wn axmkqit svwetmlom
epqkp Q ixxtg bw bpm xzwjtmu, ivl epqkp nikqtqbibma uibbmza ewvlmzncttg.
Bpwam zctma wn lmlckbqwv tiql lwev qv bpib izbqktm epqkp izwcaml gwcz
akwzv, izm qvditcijtm bw um qv xzikbqkit ewzs. Wjamzdibqwv eqbp um qa
amkwvl vibczm. Gwc ixxmizml bw jm aczxzqaml epmv Q bwtl gwc, wv wcz
nqzab ummbqvo, bpib gwc pil kwum nzwu Inopivqabiv.""

""Gwc emzm bwtl, vw lwcjb.""

""Vwbpqvo wn bpm awzb. Q _svme_ gwc kium nzwu Inopivqabiv. Nzwu twvo
pijqb bpm bziqv wn bpwcopba ziv aw aeqnbtg bpzwcop ug uqvl, bpib Q
izzqdml ib bpm ",,,220,5,19,,
52,"xjixgpndji rdocjpo wzdib xjinxdjpn ja diozmhzydvoz nozkn.
Oczmz rzmz npxc nozkn, cjrzqzm. Ocz omvdi ja mzvnjidib mvi, 'Czmz dn v
bziogzhvi ja v hzydxvg otkz, wpo rdoc ocz vdm ja v hdgdovmt hvi. Xgzvmgt
vi vmht yjxojm, oczi. Cz cvn epno xjhz amjh ocz omjkdxn, ajm cdn avxz dn
yvmf, viy ocvo dn ijo ocz ivopmvg odio ja cdn nfdi, ajm cdn rmdnon vmz
avdm. Cz cvn piyzmbjiz cvmyncdk viy ndxfiznn, vn cdn cvbbvmy avxz nvtn
xgzvmgt. Cdn gzao vmh cvn wzzi diepmzy. Cz cjgyn do di v nodaa viy
piivopmvg hviizm. Rczmz di ocz omjkdxn xjpgy vi Zibgdnc vmht yjxojm cvqz
nzzi hpxc cvmyncdk viy bjo cdn vmh rjpiyzy? Xgzvmgt di Vabcvidnovi.' Ocz
rcjgz omvdi ja ocjpbco ydy ijo jxxpkt v nzxjiy. D oczi mzhvmfzy ocvo tjp
xvhz amjh Vabcvidnovi, viy tjp rzmz vnojidnczy.""

""Do dn ndhkgz zijpbc vn tjp zskgvdi do,"" D nvdy, nhdgdib. ""Tjp mzhdiy
hz ja Z",,,225,4,20,,
53,"ybvm Vggzi Kjz'n Ypkdi. D cvy ij dyzv ocvo npxc diydqdypvgn ydy
zsdno jpondyz ja nojmdzn.""

Nczmgjxf Cjghzn mjnz viy gdo cdn kdkz. ""Ij yjpwo tjp ocdif ocvo tjp vmz
xjhkgdhziodib hz di xjhkvmdib hz oj Ypkdi,"" cz jwnzmqzy. ""Ijr, di ht
jkdidji, Ypkdi rvn v qzmt diazmdjm azggjr. Ocvo omdxf ja cdn ja wmzvfdib
di ji cdn amdziyn' ocjpbcon rdoc vi vkmjkjn mzhvmf vaozm v lpvmozm ja
vi cjpm'n ndgzixz dn mzvggt qzmt ncjrt viy npkzmadxdvg. Cz cvy njhz
vivgtodxvg bzidpn, ij yjpwo; wpo cz rvn wt ij hzvin npxc v kczijhziji vn
Kjz vkkzvmzy oj dhvbdiz.""

""Cvqz tjp mzvy Bvwjmdvp'n rjmfn?"" D vnfzy. ""Yjzn Gzxjl xjhz pk oj tjpm
dyzv ja v yzozxodqz?""

Nczmgjxf Cjghzn nidaazy nvmyjidxvggt. ""Gzxjl rvn v hdnzmvwgz wpibgzm,""
cz nvdy, di vi vibmt qjdxz; ""cz cvy jigt jiz ocdib oj mzxjhhziy cdh, viy
ocvo rvn cdn zizmbt. Ocvo wjjf hvyz hz kjndodqzgt dgg. Ocz lpznodji rvn
cjr oj dyziodat vi pifijri kmdnjizm. D xjpgy cvqz yjiz do di orziot-ajpm
cjpmn. Gzxjl ojjf nds ",,,229,4,17,,
54,"hjiocn jm nj. Do hdbco wz hvyz v ozso-wjjf ajm
yzozxodqzn oj ozvxc oczh rcvo oj vqjdy.""

D azgo mvoczm diydbivio vo cvqdib orj xcvmvxozmn rcjh D cvy vyhdmzy
omzvozy di ocdn xvqvgdzm notgz. D rvgfzy jqzm oj ocz rdiyjr, viy nojjy
gjjfdib jpo dioj ocz wpnt nomzzo. ""Ocdn azggjr hvt wz qzmt xgzqzm,"" D
nvdy oj htnzga, ""wpo cz dn xzmovdigt qzmt xjixzdozy.""

""Oczmz vmz ij xmdhzn viy ij xmdhdivgn di ocznz yvtn,"" cz nvdy,
lpzmpgjpngt. ""Rcvo dn ocz pnz ja cvqdib wmvdin di jpm kmjaznndji. D fijr
rzgg ocvo D cvqz do di hz oj hvfz ht ivhz avhjpn. Ij hvi gdqzn jm cvn
zqzm gdqzy rcj cvn wmjpbco ocz nvhz vhjpio ja nopyt ",,,233,7,3,,
55,"viy ja ivopmvg
ovgzio oj ocz yzozxodji ja xmdhz rcdxc D cvqz yjiz. Viy rcvo dn ocz
mznpgo? Oczmz dn ij xmdhz oj yzozxo, jm, vo hjno, njhz wpibgdib qdggvit
rdoc v hjodqz nj omvinkvmzio ocvo zqzi v Nxjogviy Tvmy jaadxdvg xvi nzz
ocmjpbc do.""

D rvn nodgg viijtzy vo cdn wphkodjpn notgz ja xjiqzmnvodji. D ocjpbco do
wzno oj xcvibz ocz ojkdx.

""D rjiyzm rcvo ocvo azggjr dn gjjfdib ajm?"" D vnfzy, kjdiodib oj v
novgrvmo, kgvdigt-ymznnzy diydqdypvg rcj rvn rvgfdib ngjrgt yjri ocz
joczm ndyz ja ocz nomzzo, gjjfdib visdjpngt vo ocz iphwzmn. Cz cvy
v gvmbz wgpz ziqzgjkz di cdn cviy, viy rvn zqdyziogt ocz wzvmzm ja v
hznnvbz.

""Tjp hzvi ocz mzodmzy nzmbzvio ja Hvmdizn,"" nvdy Nczmgjxf Cjghzn.

""Wmvb viy wjpixz!"" ocjpbco D oj htnzga. ""Cz fijrn ocvo D xviijo qzmdat
cdn bpznn.""

Ocz ocj",,,240,4,2,,
56,"pbco cvy cvmygt kvnnzy ocmjpbc ht hdiy rczi ocz hvi rcjh rz rzmz
rvoxcdib xvpbco ndbco ja ocz iphwzm ji jpm yjjm, viy mvi mvkdygt vxmjnn
ocz mjvyrvt. Rz czvmy v gjpy fijxf, v yzzk qjdxz wzgjr, viy czvqt nozkn
vnxziydib ocz novdm.

""Ajm Hm. Nczmgjxf Cjghzn,"" cz nvdy, nozkkdib dioj ocz mjjh viy cviydib
ht amdziy ocz gzoozm.

Czmz rvn vi jkkjmopidot ja ovfdib ocz xjixzdo jpo ja cdh. Cz gdoogz
ocjpbco ja ocdn rczi cz hvyz ocvo mviyjh ncjo. ""Hvt D vnf, ht gvy,"" D
nvdy, di ocz wgviyzno qjdxz, ""rcvo tjpm omvyz hvt wz?""

""Xjhhdnndjivdmz, ndm,"" cz nvdy, bmpaagt. ""Pidajmh vrvt ajm mzkvdmn.""

""Viy tjp rzmz?"" D vnfzy, rdoc v ngdbcogt hvgdxdjpn bgvixz vo ht
xjhkvidji.

""V nzmbzvio, ndm, Mjtvg Hvmdiz Gdbco Diaviomt,",,,244,5,9,,
57," ndm. Ij vinrzm? Mdbco,
ndm.""

Cz xgdxfzy cdn czzgn ojbzoczm, mvdnzy cdn cviy di v nvgpoz, viy rvn
bjiz.




XCVKOZM DDD. OCZ GVPMDNOJI BVMYZI HTNOZMT [6]


D XJIAZNN ocvo D rvn xjindyzmvwgt novmogzy wt ocdn amznc kmjja ja ocz
kmvxodxvg ivopmz ja ht xjhkvidji'n oczjmdzn. Ht mznkzxo ajm cdn kjrzmn
ja vivgtndn dixmzvnzy rjiymjpngt. Oczmz nodgg mzhvdizy njh",,,249,2,14,,
58,"z gpmfdib
npnkdxdji di ht hdiy, cjrzqzm, ocvo ocz rcjgz ocdib rvn v kmz-vmmvibzy
zkdnjyz, dioziyzy oj yvuugz hz, ocjpbc rcvo zvmocgt jwezxo cz xjpgy cvqz
di ovfdib hz di rvn kvno ht xjhkmzczindji. Rczi D gjjfzy vo cdh cz
cvy adidnczy mzvydib ocz ijoz, viy cdn ztzn cvy vnnphzy ocz qvxvio,
gvxf-gpnomz zskmznndji rcdxc ncjrzy hziovg vwnomvxodji.

""Cjr di ocz rjmgy ydy tjp yzypxz ocvo?"" D vnfzy.

""Yzypxz rcvo?"" nvdy cz, kzopgviogt.

""Rct, ocvo cz rvn v mzodmzy nzmbzvio ja Hvmdizn.""

""D cvqz ij odhz aj",,,251,6,25,,
